assembly ID	domain	phylum	class	order	family	genus	species	full scientific name	metabolism
GCA_009695935	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus holmesii	<I>Mobiluncus</I> <I>holmesii</I> (Spiegel and Roberts 1984) Nouioui et al. 2018	anaerobe
GCA_900453235	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus holmesii	<I>Mobiluncus</I> <I>holmesii</I> (Spiegel and Roberts 1984) Nouioui et al. 2018	anaerobe
GCA_000196535	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus holmesii	<I>Mobiluncus</I> <I>holmesii</I> (Spiegel and Roberts 1984) Nouioui et al. 2018	anaerobe
GCA_000160615	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus mulieris	<I>Mobiluncus</I> <I>mulieris</I> Spiegel and Roberts 1984	anaerobe
GCA_900453215	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus mulieris	<I>Mobiluncus</I> <I>mulieris</I> Spiegel and Roberts 1984	anaerobe
GCA_003226595	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter versicolor	<I>Modestobacter</I> <I>versicolor</I> Reddy et al. 2007	aerobe
GCA_900231835	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Monaibacterium	Monaibacterium marinum	<I>Monaibacterium</I> <I>marinum</I> Chernikova et al. 2017	aerobe
GCA_001927285	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Pleomorphomonadaceae	Mongoliimonas	Mongoliimonas terrestris	<I>Mongoliimonas</I> <I>terrestris</I> Xi et al. 2017	aerobe
GCA_002874775	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Monoglobus	Monoglobus pectinilyticus	<I>Monoglobus</I> <I>pectinilyticus</I> Kim et al. 2017	anaerobe
GCA_001373375	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella glycerini	<I>Moorella</I> <I>glycerini</I> Slobodkin et al. 1997	anaerobe
GCA_009735625	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella glycerini	<I>Moorella</I> <I>glycerini</I> Slobodkin et al. 1997	anaerobe
GCA_001267405	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001729945	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001874065	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001874085	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001874605	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001875245	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001875265	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001875325	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_006228565	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_008121885	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001875285	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_008121905	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001874065	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001874085	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001875245	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001875325	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	<I>Moorella</I> <I>thermoacetica</I> (Fontaine et al. 1942) Collins et al. 1994	anaerobe
GCA_001679345	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella catarrhalis	<I>Moraxella</I> <I>catarrhalis</I> (Frosch and Kolle 1896) Henriksen and B?vre 1968 (Approved Lists 1980)	microaerophile
GCA_001679075	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella catarrhalis	<I>Moraxella</I> <I>catarrhalis</I> (Frosch and Kolle 1896) Henriksen and B?vre 1968 (Approved Lists 1980)	microaerophile
GCA_001679005	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella nonliquefaciens	<I>Moraxella</I> <I>nonliquefaciens</I> (Scarlett 1916) Lwoff 1939 (Approved Lists 1980)	microaerophile
GCA_900155965	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter lappiensis	<I>Mucilaginibacter</I> <I>lappiensis</I> Männistö et al. 2010	aerobe
GCA_002013915	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter pedocola	<I>Mucilaginibacter</I> <I>pedocola</I> Tang et al. 2016	obligate aerobe
GCA_003286415	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter rubeus	<I>Mucilaginibacter</I> <I>rubeus</I> Wei et al. 2017	aerobe
GCA_003286425	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter rubeus	<I>Mucilaginibacter</I> <I>rubeus</I> Wei et al. 2017	aerobe
GCA_003286445	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter rubeus	<I>Mucilaginibacter</I> <I>rubeus</I> Wei et al. 2017	aerobe
GCA_000723505	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Mucinivorans	Mucinivorans hirudinis	<I>Mucinivorans</I> <I>hirudinis</I> Nelson et al. 2015	anaerobe
GCA_001688845	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale	<I>Muribaculum</I> <I>intestinale</I> Lagkouvardos et al. 2016	anaerobe
GCA_002201515	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale	<I>Muribaculum</I> <I>intestinale</I> Lagkouvardos et al. 2016	anaerobe
GCA_004792675	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale	<I>Muribaculum</I> <I>intestinale</I> Lagkouvardos et al. 2016	anaerobe
GCA_004793655	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale	<I>Muribaculum</I> <I>intestinale</I> Lagkouvardos et al. 2016	anaerobe
GCA_009774995	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale	<I>Muribaculum</I> <I>intestinale</I> Lagkouvardos et al. 2016	anaerobe
GCA_009856815	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale	<I>Muribaculum</I> <I>intestinale</I> Lagkouvardos et al. 2016	anaerobe
GCA_003966915	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Mycoavidus	Mycoavidus cysteinexigens	<I>Mycoavidus</I> <I>cysteinexigens</I> Ohshima et al. 2016	aerobe
GCA_001792615	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. bolletii	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>bolletii</I> (Adékambi et al. 2006) Leao et al. 2011	aerobe
GCA_001792645	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. bolletii	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>bolletii</I> (Adékambi et al. 2006) Leao et al. 2011	aerobe
GCA_002013835	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. bolletii	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>bolletii</I> (Adékambi et al. 2006) Leao et al. 2011	aerobe
GCA_002086525	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. bolletii	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>bolletii</I> (Adékambi et al. 2006) Leao et al. 2011	aerobe
GCA_005281705	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. bolletii	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>bolletii</I> (Adékambi et al. 2006) Leao et al. 2011	aerobe
GCA_006409125	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. bolletii	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>bolletii</I> (Adékambi et al. 2006) Leao et al. 2011	aerobe
GCA_900130295	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. bolletii	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>bolletii</I> (Adékambi et al. 2006) Leao et al. 2011	aerobe
GCA_900130485	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. bolletii	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>bolletii</I> (Adékambi et al. 2006) Leao et al. 2011	aerobe
GCA_900130515	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. bolletii	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>bolletii</I> (Adékambi et al. 2006) Leao et al. 2011	aerobe
GCA_900130615	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. bolletii	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>bolletii</I> (Adékambi et al. 2006) Leao et al. 2011	aerobe
GCA_000239055	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. massiliense	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>massiliense</I> (Adékambi et al. 2006) Tortoli et al. 2016	microaerophile
GCA_000270665	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. massiliense	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>massiliense</I> (Adékambi et al. 2006) Tortoli et al. 2016	microaerophile
GCA_000497265	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. massiliense	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>massiliense</I> (Adékambi et al. 2006) Tortoli et al. 2016	microaerophile
GCA_001792625	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. massiliense	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>massiliense</I> (Adékambi et al. 2006) Tortoli et al. 2016	microaerophile
GCA_002086375	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. massiliense	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>massiliense</I> (Adékambi et al. 2006) Tortoli et al. 2016	microaerophile
GCA_002140035	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. massiliense	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>massiliense</I> (Adékambi et al. 2006) Tortoli et al. 2016	microaerophile
GCA_002799625	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. massiliense	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>massiliense</I> (Adékambi et al. 2006) Tortoli et al. 2016	microaerophile
GCA_002799645	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. massiliense	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>massiliense</I> (Adékambi et al. 2006) Tortoli et al. 2016	microaerophile
GCA_002799655	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. massiliense	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>massiliense</I> (Adékambi et al. 2006) Tortoli et al. 2016	microaerophile
GCA_002799685	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium abscessus subsp. massiliense	<I>Mycobacterium</I> <I>abscessus</I> subsp. <I>massiliense</I> (Adékambi et al. 2006) Tortoli et al. 2016	microaerophile
GCA_010727325	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium alvei	<I>Mycobacterium</I> <I>alvei</I> Ausina et al. 1992	aerobe
GCA_000240525	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium subsp. paratuberculosis	<I>Mycobacterium</I> <I>avium</I> subsp. <I>paratuberculosis</I> (Bergey et al. 1923) Thorel et al. 1990	microaerophile
GCA_000835225	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium subsp. paratuberculosis	<I>Mycobacterium</I> <I>avium</I> subsp. <I>paratuberculosis</I> (Bergey et al. 1923) Thorel et al. 1990	microaerophile
GCA_000835265	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium subsp. paratuberculosis	<I>Mycobacterium</I> <I>avium</I> subsp. <I>paratuberculosis</I> (Bergey et al. 1923) Thorel et al. 1990	microaerophile
GCA_001653355	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium subsp. paratuberculosis	<I>Mycobacterium</I> <I>avium</I> subsp. <I>paratuberculosis</I> (Bergey et al. 1923) Thorel et al. 1990	microaerophile
GCA_001855355	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium subsp. paratuberculosis	<I>Mycobacterium</I> <I>avium</I> subsp. <I>paratuberculosis</I> (Bergey et al. 1923) Thorel et al. 1990	microaerophile
GCA_001855365	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium subsp. paratuberculosis	<I>Mycobacterium</I> <I>avium</I> subsp. <I>paratuberculosis</I> (Bergey et al. 1923) Thorel et al. 1990	microaerophile
GCA_001855375	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium subsp. paratuberculosis	<I>Mycobacterium</I> <I>avium</I> subsp. <I>paratuberculosis</I> (Bergey et al. 1923) Thorel et al. 1990	microaerophile
GCA_001855435	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium subsp. paratuberculosis	<I>Mycobacterium</I> <I>avium</I> subsp. <I>paratuberculosis</I> (Bergey et al. 1923) Thorel et al. 1990	microaerophile
GCA_001855445	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium subsp. paratuberculosis	<I>Mycobacterium</I> <I>avium</I> subsp. <I>paratuberculosis</I> (Bergey et al. 1923) Thorel et al. 1990	microaerophile
GCA_001855455	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium subsp. paratuberculosis	<I>Mycobacterium</I> <I>avium</I> subsp. <I>paratuberculosis</I> (Bergey et al. 1923) Thorel et al. 1990	microaerophile
GCA_000504975	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium subsp. silvaticum	<I>Mycobacterium</I> <I>avium</I> subsp. <I>silvaticum</I> Thorel et al. 1990	aerobe
GCA_010723305	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium botniense	<I>Mycobacterium</I> <I>botniense</I> Torkko et al. 2000	aerobe
GCA_004354905	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium eburneum	<I>Mycobacterium</I> <I>eburneum</I> Nouioui et al. 2017	aerobe
GCA_001570465	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium fortuitum subsp. acetamidolyticum	<I>Mycobacterium</I> <I>fortuitum</I> subsp. <I>acetamidolyticum</I> Tsukamura et al. 1986	microaerophile
GCA_000340435	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium haemophilum	<I>Mycobacterium</I> <I>haemophilum</I> Sompolinsky et al. 1978 (Approved Lists 1980)	aerobe
GCA_001021405	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium haemophilum	<I>Mycobacterium</I> <I>haemophilum</I> Sompolinsky et al. 1978 (Approved Lists 1980)	aerobe
GCA_001021415	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium haemophilum	<I>Mycobacterium</I> <I>haemophilum</I> Sompolinsky et al. 1978 (Approved Lists 1980)	aerobe
GCA_001021435	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium haemophilum	<I>Mycobacterium</I> <I>haemophilum</I> Sompolinsky et al. 1978 (Approved Lists 1980)	aerobe
GCA_001021485	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium haemophilum	<I>Mycobacterium</I> <I>haemophilum</I> Sompolinsky et al. 1978 (Approved Lists 1980)	aerobe
GCA_006439015	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium hodleri	<I>Mycobacterium</I> <I>hodleri</I> Kleespies et al. 1996	aerobe
GCA_006864685	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium hodleri	<I>Mycobacterium</I> <I>hodleri</I> Kleespies et al. 1996	aerobe
GCA_001307335	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare subsp. chimaera	<I>Mycobacterium</I> <I>intracellulare</I> subsp. <I>chimaera</I> (Tortoli et al. 2004) Nouioui et al. 2018	microaerophile
GCA_001307395	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare subsp. chimaera	<I>Mycobacterium</I> <I>intracellulare</I> subsp. <I>chimaera</I> (Tortoli et al. 2004) Nouioui et al. 2018	microaerophile
GCA_001307415	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare subsp. chimaera	<I>Mycobacterium</I> <I>intracellulare</I> subsp. <I>chimaera</I> (Tortoli et al. 2004) Nouioui et al. 2018	microaerophile
GCA_001750065	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare subsp. chimaera	<I>Mycobacterium</I> <I>intracellulare</I> subsp. <I>chimaera</I> (Tortoli et al. 2004) Nouioui et al. 2018	microaerophile
GCA_001901205	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare subsp. chimaera	<I>Mycobacterium</I> <I>intracellulare</I> subsp. <I>chimaera</I> (Tortoli et al. 2004) Nouioui et al. 2018	microaerophile
GCA_001938095	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare subsp. chimaera	<I>Mycobacterium</I> <I>intracellulare</I> subsp. <I>chimaera</I> (Tortoli et al. 2004) Nouioui et al. 2018	microaerophile
GCA_002101575	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare subsp. chimaera	<I>Mycobacterium</I> <I>intracellulare</I> subsp. <I>chimaera</I> (Tortoli et al. 2004) Nouioui et al. 2018	microaerophile
GCA_002166795	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare subsp. chimaera	<I>Mycobacterium</I> <I>intracellulare</I> subsp. <I>chimaera</I> (Tortoli et al. 2004) Nouioui et al. 2018	microaerophile
GCA_002219245	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare subsp. chimaera	<I>Mycobacterium</I> <I>intracellulare</I> subsp. <I>chimaera</I> (Tortoli et al. 2004) Nouioui et al. 2018	microaerophile
GCA_002219265	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare subsp. chimaera	<I>Mycobacterium</I> <I>intracellulare</I> subsp. <I>chimaera</I> (Tortoli et al. 2004) Nouioui et al. 2018	microaerophile
GCA_003254575	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium kyogaense	<I>Mycobacterium</I> <I>kyogaense</I> Nouioui et al. 2018	aerobe
GCA_001499925	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium lehmannii	<I>Mycobacterium</I> <I>lehmannii</I> Nouioui et al. 2017	facultative anaerobe
GCA_002245535	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium lehmannii	<I>Mycobacterium</I> <I>lehmannii</I> Nouioui et al. 2017	facultative anaerobe
GCA_002245615	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium neumannii	<I>Mycobacterium</I> <I>neumannii</I> Nouioui et al. 2017	facultative anaerobe
GCA_001272875	Bacteria	Tenericutes	Mollicutes	Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides	Mycoplasmoides pneumoniae	<I>Mycoplasmoides</I> <I>pneumoniae</I> (Somerson et al. 1963) Gupta et al. 2018	aerobe
GCA_001296485	Bacteria	Tenericutes	Mollicutes	Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides	Mycoplasmoides pneumoniae	<I>Mycoplasmoides</I> <I>pneumoniae</I> (Somerson et al. 1963) Gupta et al. 2018	aerobe
GCA_001296505	Bacteria	Tenericutes	Mollicutes	Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides	Mycoplasmoides pneumoniae	<I>Mycoplasmoides</I> <I>pneumoniae</I> (Somerson et al. 1963) Gupta et al. 2018	aerobe
GCA_001296515	Bacteria	Tenericutes	Mollicutes	Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides	Mycoplasmoides pneumoniae	<I>Mycoplasmoides</I> <I>pneumoniae</I> (Somerson et al. 1963) Gupta et al. 2018	aerobe
GCA_001296525	Bacteria	Tenericutes	Mollicutes	Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides	Mycoplasmoides pneumoniae	<I>Mycoplasmoides</I> <I>pneumoniae</I> (Somerson et al. 1963) Gupta et al. 2018	aerobe
GCA_001296565	Bacteria	Tenericutes	Mollicutes	Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides	Mycoplasmoides pneumoniae	<I>Mycoplasmoides</I> <I>pneumoniae</I> (Somerson et al. 1963) Gupta et al. 2018	aerobe
GCA_001296585	Bacteria	Tenericutes	Mollicutes	Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides	Mycoplasmoides pneumoniae	<I>Mycoplasmoides</I> <I>pneumoniae</I> (Somerson et al. 1963) Gupta et al. 2018	aerobe
GCA_001296605	Bacteria	Tenericutes	Mollicutes	Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides	Mycoplasmoides pneumoniae	<I>Mycoplasmoides</I> <I>pneumoniae</I> (Somerson et al. 1963) Gupta et al. 2018	aerobe
